Suriname	hasOfficialLanguage	Dutch_language
Arsène_Né	playsFor	K.S.K._Beveren
Marvin_Martin	hasGender	male
Markus_Kaya	wasBornIn	Berlin
Radoslav_Nesterović	isAffiliatedTo	P.A.O.K._B.C.
Peter_Hoyt_Brown	isMarriedTo	Anne_Brown
Thirteen_Women	isLocatedIn	United_States
Felixstowe	isLocatedIn	East_of_England
Georgy_Flyorov	hasGender	male
Jonas_Troest	playsFor	Silkeborg_IF
Kingsley_Udoh	playsFor	Heartland_F.C.
John_Beattie_(footballer)	isAffiliatedTo	Aberdeen_F.C.
Vanja_Grubač	isAffiliatedTo	S.C._Braga
Jan_Cios	isAffiliatedTo	Hetman_Zamość
Danny_DeVito	actedIn	Anything_Else
Ryan_Finley_(soccer)	playsFor	United_States_men's_national_under-18_soccer_team
Howard_Wilkinson	playsFor	Sheffield_United_F.C.
Ignacio_Piatti	isAffiliatedTo	C.A._Independiente
South_Carolina	hasCapital	Columbia_(South_Carolina)
Deon_Thomas	hasGender	male
Dimitrije_Injac	isAffiliatedTo	Lech_Poznań
Enio_Novoa	playsFor	Sport_Huancayo
Matilda_of_Scotland	wasBornIn	Dunfermline
Hrvoje_Vejić	playsFor	NK_Zagreb
Douglas_Alexander_Graham	hasWonPrize	Mentioned_in_dispatches
Martin_Ericsson	isAffiliatedTo	IF_Elfsborg
Aubrey_Powell_(footballer)	playsFor	Everton_F.C.
Dermot_Mulroney	actedIn	My_Best_Friend's_Wedding
Charles_Asampong_Taylor	isAffiliatedTo	Étoile_du_Sahel
Muggsy_Bogues	wasBornIn	Baltimore
Beáta_Siti	playsFor	Dunaújvárosi_NKS
Krisztián_Zahorecz	isAffiliatedTo	Debreceni_VSC
René_Botteron	playsFor	FC_Basel
René_Bot	playsFor	Feyenoord
Second_Battle_of_Zurich	happenedIn	Zurich
Jimmy_Ross_(footballer_born_1866)	isAffiliatedTo	Manchester_City_F.C.
Alexander_Pechtold	livesIn	Wageningen
Hambleton	isLocatedIn	Yorkshire
Jhonnier_Gonzalez	playsFor	Atlético_Huila
Vasco_Varão	playsFor	S.C._Covilhã
San_Antonio_International_Airport	isConnectedTo	Lic._Adolfo_López_Mateos_International_Airport
Buck_Johnson	wasBornIn	Birmingham,_Alabama
Salaheddine_Bassir	isAffiliatedTo	Morocco_national_football_team
Frederic_Calland_Williams	worksAt	University_of_Manchester
Rapid_City_Regional_Airport	isConnectedTo	Denver_International_Airport
Komtoèga_Department	isLocatedIn	Centre-Est_Region
Frédéric_Chassot	playsFor	FC_Sion
Cliff_DeYoung	actedIn	F/X
Brian_Borrows	isAffiliatedTo	Bolton_Wanderers_F.C.
Grzegorz_Podstawek	playsFor	KSZO_Ostrowiec_Świętokrzyski
Laila_Mehdin	actedIn	Dhill
Yakubu_Abubakar_Akilu	playsFor	FC_Hjørring
Hatillo,_Puerto_Rico	isLocatedIn	United_States
Donald_W._Riegle,_Jr.	isAffiliatedTo	Republican_Party_(United_States)
Armin_Reichel	playsFor	1._FC_Kaiserslautern
Viktor_Kulikov	hasWonPrize	Order_of_Lenin
Erik_Pedersen	isAffiliatedTo	Dundee_United_F.C.
Daniel_Kolář	isAffiliatedTo	1._FC_Slovácko
Milutin_Pajević	isAffiliatedTo	FK_Budućnost_Podgorica
Carsten_Hennig	playsFor	Eintracht_Frankfurt_II
Colin_Foster	hasGender	male
Gwyneth_Paltrow	actedIn	Shakespeare_in_Love
Gremlins	isLocatedIn	United_States
Jaroslav_Vejvoda	playsFor	Czechoslovakia_national_football_team
Elihu_Thomson	created	General_Electric
Jari_Niemi	isAffiliatedTo	Finland_national_football_team
Ulrich_Biesinger	playsFor	Germany_national_football_team
Hülya_Vurnal_İkizgül	playsFor	Coventry_City_F.C.
Manivannan	actedIn	Sivaji_(film)
Sergio_Gonzalo_Rodríguez	playsFor	Baniyas_SC
Peter_Løvenkrands	playsFor	FC_Schalke_04
Pedro_González_Pierella	hasGender	male
Ingo_Pickenäcker	isAffiliatedTo	Rot-Weiss_Essen
Aleksandr_Salugin	isAffiliatedTo	FC_Rostov
Andrey_Zhelyazkov	playsFor	Bulgaria_national_football_team
Peter_Pullicino	playsFor	Msida_Saint-Joseph_F.C.
Cristian_Silvestri	playsFor	Ternana_Calcio
Lorik_Cana	playsFor	Albania_national_football_team
Giurgiu	isLocatedIn	Giurgiu_County
Eidsvoll	isLocatedIn	Norway
Norbert_Zsivóczky	isAffiliatedTo	Hungary_national_under-17_football_team
Olaf_Stapledon	influences	Doris_Lessing
Desmond_N'Ze	playsFor	A.S._Avellino_1912
Agatha_Christie	influences	Ibn-e-Safi
Filip_Bednarek	isAffiliatedTo	FC_Twente
Laurențiu_Buș	isAffiliatedTo	FC_Oțelul_Galați
Carlos_Javier_Delgado_Rodríguez	hasGender	male
James_A._Shapiro	worksAt	University_of_Chicago
Adriano_Montalto	playsFor	S.S._Scafatese_Calcio_1922
Petr_Tenkrát	isAffiliatedTo	HC_Sparta_Praha
Andreas_von_Ettingshausen	worksAt	Vienna_University_of_Technology
Mali_Zvornik	isLocatedIn	Serbia
Ismael_Blanco	isAffiliatedTo	AEK_Athens_F.C.
Andrea_Cossu_(footballer_born_1984)	hasGender	male
Mateusz_Szałek	playsFor	KP_Chemik_Police
Hugh_Wilson_(director)	created	Burglar_(film)
Timo_Gebhart	isAffiliatedTo	VfB_Stuttgart
Alan_Biley	playsFor	Brighton_&_Hove_Albion_F.C.
Christian_Yeladian	playsFor	Alianza_F.C.
Maurice_Couve_de_Murville	graduatedFrom	University_of_Paris
Neil_Young	hasMusicalRole	wordnet_uke_104506289
Ian_Bennett_(soccer)	isAffiliatedTo	Rochester_Rhinos
Battle_of_Dennewitz	happenedIn	First_French_Empire
Kwame_Watson-Siriboe	playsFor	Connecticut_Huskies
Denis_Suárez	playsFor	Manchester_City_F.C.
Aleksandar_Petaković	isAffiliatedTo	Yugoslavia_national_football_team
Christoph_Kramer	playsFor	VfL_Bochum
Sebastian_Schachten	isAffiliatedTo	FC_St._Pauli
J._M._G._Le_Clézio	hasWonPrize	Nobel_Prize_in_Literature
Junior_Bent	playsFor	Shrewsbury_Town_F.C.
Jim_McKenzie_(ice_hockey_b._1969)	isAffiliatedTo	Phoenix_Coyotes
Colin_Scott_(footballer)	playsFor	Rangers_F.C.
Miroslav_Ihnačák	isAffiliatedTo	EV_Landsberg
Stanley_Blystone	actedIn	Slaphappy_Sleuths
Steve_Bartek	wroteMusicFor	Meet_the_Deedles
Carl_Theodor_Dreyer	wasBornIn	Copenhagen
Jimmy_Conrad	playsFor	San_Francisco_Seals_(soccer)
Mohammed_Ali_Karim	isAffiliatedTo	Erbil_SC
Amy_Winehouse	hasMusicalRole	wordnet_vocal_music_107282006
Frederick_William_IV_of_Prussia	owns	Royal_Palace,_Wrocław
Wayne_Wahrman	edited	All_the_King's_Men_(2006_film)
Michael_Caine	actedIn	Dirty_Rotten_Scoundrels_(film)
John_C._Reilly	actedIn	A_Prairie_Home_Companion_(film)
Maciej_Iwański	isAffiliatedTo	Podbeskidzie_Bielsko-Biała
Éder_Citadin_Martins	hasGender	male
Walter_De_Vecchi	playsFor	S.S.C._Napoli
Niclas_Weiland	playsFor	FC_St._Pauli
Pascal_Vahirua	isAffiliatedTo	AJ_Auxerre
Julius_Aghahowa	isAffiliatedTo	FC_Sevastopol
Milan_Zagorac	playsFor	FK_Zemun
Prestin_Ryan	isAffiliatedTo	ERC_Ingolstadt
Robin_Olds	wasBornIn	Honolulu
Homare_Sawa	isAffiliatedTo	Tokyo_Verdy
Christopher_McDonald	actedIn	Unforgettable_(film)
Johann_Vogel	hasGender	male
Giuseppe_Baldini	playsFor	U.S._Città_di_Pontedera
Gianluca_Zanetti	playsFor	U.S._Cremonese
Ilès_Ziane_Cherif	isAffiliatedTo	MC_Saïda
Francesco_Rutelli	hasGender	male
Peter_Masterson	wasBornIn	Houston
Masakiyo_Maezono	isAffiliatedTo	Goiás_Esporte_Clube
Ross_Ongaro	isAffiliatedTo	Canada_men's_national_under-20_soccer_team
Laurențiu_Buș	playsFor	FC_Universitatea_Cluj
Ihor_Bazhan	isAffiliatedTo	S.K._Tavriya_Simferopol
Mohamed_Messoudi	isAffiliatedTo	K._Beerschot_V.A.C.
Michael_Welch_(footballer)	isAffiliatedTo	Accrington_Stanley_F.C.
Ozren_Perić	playsFor	HŠK_Zrinjski_Mostar
Harold_Arlen	wroteMusicFor	Captains_of_the_Clouds
Sabah	isLocatedIn	Kota_Kinabalu
Stephen_deRoux	isAffiliatedTo	Baltimore_Blast
Johannes_Mononen	playsFor	AC_Oulu
William_Aitken_(footballer)	diedIn	Gateshead
Neil_Jordan	hasGender	male
William_S._Burroughs,_Jr.	playsFor	FC_SKA-Energiya_Khabarovsk
Aleksandar_Srećković	playsFor	Apolonia_Fier
Vladimir_But	playsFor	OFI_Crete
Sergio_Valenti	isAffiliatedTo	Club_Sportivo_Ben_Hur
Liam_Tuohy_(footballer)	playsFor	Republic_of_Ireland_national_football_team
Savvas_Kofidis	isAffiliatedTo	Olympiacos_F.C.
Joseph_Muscat	hasGender	male
Sean_Haslegrave	hasGender	male
Guga_(footballer_born_1964)	playsFor	Atlético_Clube_Juventus
John_Candy	actedIn	Splash_(film)
Andrea_Seculin	isAffiliatedTo	S.S._Juve_Stabia
Filippos_Filippou	playsFor	Nea_Salamis_Famagusta_FC
Andy_Rammell	isAffiliatedTo	Forest_Green_Rovers_F.C.
Thomas_Hobbes	influences	Kenneth_Waltz
Rasmus_Elm	isAffiliatedTo	Sweden_national_football_team
Habsburg_Monarchy	participatedIn	Battle_of_Lodi
Martine_Carol	actedIn	Lola_Montès
Paul_Williams_(rugby_union)	isAffiliatedTo	Canterbury_Rugby_Football_Union
Riccardo_Giacconi	hasWonPrize	Nobel_Prize_in_Physics
Harry_Rennie	isAffiliatedTo	Greenock_Morton_F.C.
Daniel_Quinteros	isAffiliatedTo	Beerschot_AC
Stanislav_Šesták	isAffiliatedTo	Slovakia_national_under-21_football_team
Val_Teixeira	isAffiliatedTo	Rhode_Island_Stingrays
Rúnar_Már_Sigurjónsson	playsFor	GIF_Sundsvall
Carlos_Casteglione	isAffiliatedTo	Arsenal_de_Sarandí
Anne_Rice	wasBornIn	New_Orleans
Simon_Conway_Morris	isCitizenOf	United_Kingdom
Hemza_Mihoubi	isAffiliatedTo	R._White_Star_Bruxelles
Stopira	isAffiliatedTo	C.D._Santa_Clara
Mike_Pinner	isAffiliatedTo	Cambridge_University_A.F.C.
Gerald_Fried	wroteMusicFor	The_Killing_of_Sister_George
John_Huston	actedIn	The_Hobbit_(1977_film)
Noé_Maya	isAffiliatedTo	Club_América
Marco_Reda	isAffiliatedTo	Winthrop_University
Francisco_Sá	isAffiliatedTo	Club_Atlético_Independiente
Fujinomiya,_Shizuoka	isLocatedIn	Japan
Bharat_Bhushan	wasBornIn	Meerut
Pahiño	playsFor	Celta_de_Vigo
Luis_Cristaldo	isAffiliatedTo	Sporting_de_Gijón
Frank_Blunstone	playsFor	Chelsea_F.C.
Marcus_Fischer	isAffiliatedTo	FC_Gütersloh_2000
John_Musker	wasBornIn	Chicago
Henry_Nwosu	playsFor	Nigeria_national_football_team
Tobias_Schweinsteiger	isAffiliatedTo	FC_Kufstein
Roman_Weidenfeller	playsFor	Borussia_Dortmund_II
Davide_Bassi	isAffiliatedTo	Italy_national_under-21_football_team
de/Clayton_Young	isAffiliatedTo	Houston_Aeros
Paul_Cézanne	influences	Pablo_Picasso
Chukiat_Noosarung	hasGender	male
Kevin_McMahon_(footballer,_born_1946)	isAffiliatedTo	Newcastle_United_F.C.
Stuart_Taylor_(footballer_born_1980)	isAffiliatedTo	Crystal_Palace_F.C.
Jelle_Zijlstra	diedIn	Wassenaar
Disney_Channel_(Latin_America)	isLocatedIn	Vicente_López_Partido
Philip_Slone	hasGender	male
Gordon_Gilbert	isAffiliatedTo	University_of_Pretoria_F.C.
John_Ottman	created	X2_(film)
Terence_Tao	hasWonPrize	Clay_Research_Award
Eric_Washington	isAffiliatedTo	Lega_Basket_Serie_A
Sebastián_Piñera	isPoliticianOf	Chile
Daouda_Kanté	isAffiliatedTo	St._Louis_Steamers_(1998–2006)
Brittany_Murphy	actedIn	Spun
Barry_Smith_(footballer_born_1974)	playsFor	Dundee_F.C.
Vuyo_Mere	playsFor	Platinum_Stars_F.C.
Aydın	isLocatedIn	Aydın_Province
Maximiliano_Cejas	playsFor	U.S._Latina_Calcio
Alastair_Sim	actedIn	Blue_Murder_at_St_Trinian's
Rubén_Alonso	playsFor	C.D._Sonsonate
Ivan_Buljan	isAffiliatedTo	HNK_Hajduk_Split
Ekrem_Kahya	playsFor	HBS_Craeyenhout_(football_club)
Blair_Underwood	actedIn	Malibu's_Most_Wanted
Yang_Dong-hyun	isAffiliatedTo	Real_Valladolid
Elwood,_Indiana	isLocatedIn	Tipton_County,_Indiana
Eric_Gascoigne_Robinson	hasWonPrize	Order_of_the_British_Empire
University_of_South_Carolina_Upstate	isLocatedIn	South_Carolina
Romanus_Orjinta	playsFor	Heartland_F.C.
Július_Šimon	isAffiliatedTo	SV_Ried
Mike_Salmon	playsFor	Bolton_Wanderers_F.C.
Karthik_(actor)	actedIn	Raavanan
David_Nyathi	playsFor	MKE_Ankaragücü
Friedrich_Ebert,_Jr.	hasWonPrize	Patriotic_Order_of_Merit
Peter_Buljan	playsFor	South_Melbourne_FC
Nikos_Katsavakis	isAffiliatedTo	Digenis_Akritas_Morphou
Vlado_Jeknić	playsFor	Diósgyőri_VTK
John_Finnigan	isAffiliatedTo	Cheltenham_Town_F.C.
Philip_K._Dick	created	Minority_Report_(film)
Grêmio_Barueri_Futebol	isLocatedIn	Barueri
Aleksandr_Aleksandrovich_Samokhvalov	hasGender	male
Rudolph_A._Marcus	hasWonPrize	Wolf_Prize_in_Chemistry
Roy_Scheider	actedIn	Jaws_2
Dado_Pršo	isAffiliatedTo	NK_Pazinka
Oscar_Ackeström	wasBornIn	Gothenburg
Beyond_the_Clouds_(1995_film)	isLocatedIn	France
Joe_Allon	isAffiliatedTo	Port_Vale_F.C.
Tuscaloosa,_Alabama	isLocatedIn	Tuscaloosa_County,_Alabama
Slave_Ship_(1937_film)	isLocatedIn	United_States
Bobby_Davison	playsFor	Sheffield_United_F.C.
Pećinci	isLocatedIn	Syrmia
Jakob_Friis-Hansen	isAffiliatedTo	Boldklubben_1903
Michał_Stasiak	wasBornIn	Zduńska_Wola
Brian_Hill_(footballer_born_1942)	isAffiliatedTo	Huddersfield_Town_F.C.
George_Clawley	isAffiliatedTo	Southampton_F.C.
William_S._Hart	wasBornIn	Newburgh_(town),_New_York
Žitište	isLocatedIn	Central_Banat_District
Terry_Eviston	wasBornIn	Dublin
Will_Keane	isAffiliatedTo	Wigan_Athletic_F.C.
Lil_Wayne	hasWonPrize	World_Music_Awards
Jon_Ashton	playsFor	Grays_Athletic_F.C.
Dmitry_Medvedev	hasGender	male
Alachua,_Florida	isLocatedIn	Alachua_County,_Florida
Rebecca_Jenkins	hasGender	female
Municipality_of_Kogarah	isLocatedIn	Sydney
Vojin_Lazarević	isAffiliatedTo	Toronto_Blizzard_(1971–84)
Michael_Habryka	playsFor	1._FC_Magdeburg
Robert_Page_(footballer)	playsFor	Sheffield_United_F.C.
Kenny_Doughty	actedIn	The_Great_Raid
Alexandre_Morfaw	playsFor	FC_Girondins_de_Bordeaux
Cristián_Abarca	isAffiliatedTo	Chile_national_football_team
Třebíč_District	hasCapital	Třebíč
Jimmy_Smailes	playsFor	Tottenham_Hotspur_F.C.
Bruno_Menezes	playsFor	Mogi_Mirim_Esporte_Clube
Steve_Cronin	playsFor	LA_Galaxy
René_Pontoni	playsFor	Newell's_Old_Boys
Alex_Oxlade-Chamberlain	isAffiliatedTo	Arsenal_F.C.
Henry_Fonda	actedIn	Fort_Apache_(film)
Christos_Kagiouzis	playsFor	PAE_Kerkyra
Carlos_Ischia	isAffiliatedTo	América_de_Cali
Mark_Chung	playsFor	San_Jose_Earthquakes
Shunsuke_Maeda	isAffiliatedTo	Consadole_Sapporo
Yōsuke_Ikehata	isAffiliatedTo	Shimizu_Commercial_High_School
Phil_Alexander	playsFor	Bracknell_Town_F.C.
Debatik_Curri	isAffiliatedTo	FC_Vorskla_Poltava
Haapsalu	isLocatedIn	Estonia
Lars_von_Trier	created	The_Kingdom_(TV_miniseries)
Richard_Maibaum	created	Bigger_Than_Life
Kim_Hyo-il	isAffiliatedTo	Player-coach
Chet_Atkins	diedIn	Nashville,_Tennessee
Robert_Boulin	hasGender	male
Laotian_Civil_War	happenedIn	North_Vietnam
Charles_Itandje	playsFor	PAOK_FC
Chaswe_Nsofwa	hasGender	male
Giovanni_Cannata	isAffiliatedTo	Kickers_Emden
City_of_Matlosana	isLocatedIn	North_West_Province
David_Chase	wasBornIn	Mount_Vernon,_New_York
Cyril_Knowles	isAffiliatedTo	Darlington_F.C.
Alex_Wurman	wroteMusicFor	Hollywood_Homicide
Turbo,_Colombia	isLocatedIn	Colombia
Ihor_Yurchenko	hasGender	male
Andy_Thomson_(Scottish_footballer)	isAffiliatedTo	Queens_Park_Rangers_F.C.
Tim_Danneberg	isAffiliatedTo	Eintracht_Braunschweig
Alex_Rodrigo_Dias_da_Costa	isAffiliatedTo	Santos_FC
Mahi_Khennane	isAffiliatedTo	Toulouse_FC_(1937)
Jürgen_Gelsdorf	wasBornIn	Duisburg
Mirosław_Dreszer	isAffiliatedTo	1._FC_Magdeburg
Mateen_Cleaves	isAffiliatedTo	Detroit_Pistons
Roger_Donaldson	directed	The_Bounty
Bruno_Bauer	influences	Karl_Marx
Fallujah	isLocatedIn	Al_Anbar_Governorate
Aleksey_Batalov	wasBornIn	Vladimir
Georgi_Markov_(footballer)	playsFor	Ergotelis_F.C.
William_Mocquet	playsFor	Sunderland_A.F.C.
Saidou_Kébé	playsFor	FC_Zürich
Kelly_Golebiowski	isAffiliatedTo	Hampton_Roads_Piranhas
Jon_Ashton	isAffiliatedTo	England_national_football_C_team
Del_Lord	directed	Phony_Express
Jiří_Lenko	playsFor	SK_Rapid_Wien
Niels_Vorthoren	playsFor	VV_Capelle
Harlingen,_Texas	isLocatedIn	Cameron_County,_Texas
Kevin_Bartlett_(English_footballer)	playsFor	Notts_County_F.C.
Josip_Colina	playsFor	FC_Wangen_bei_Olten
Luke_Steele_(footballer)	playsFor	Barnsley_F.C.
Davies_Mwape	playsFor	Konkola_Blades_F.C.
Regis_University	isLocatedIn	Denver
Truckee,_California	isLocatedIn	United_States
Carlos_Parra	playsFor	Minnesota_Thunder
Billy_Halop	actedIn	Hell's_Kitchen_(1939_film)
Harry_Dean_Stanton	actedIn	The_Good_Life_(2007_film)
Roberto_Di_Maio	playsFor	L'Aquila_Calcio_1927
Daventry_District	isLocatedIn	Northamptonshire
Lekso_Intskirveli	isAffiliatedTo	Georgia_national_under-21_football_team
Silvan_Thüler	playsFor	FC_Basel
Sebastian_Langkamp	isAffiliatedTo	Germany_national_youth_football_team
Mladen_Furtula	hasGender	male
Giovanni_Sio	playsFor	FC_Sion
Avi_Ivgi	isAffiliatedTo	Maccabi_Petah_Tikva_F.C.
Ramin_Guliyev	isAffiliatedTo	FK_Standard_Sumgayit
Jiří_Jeslínek_(footballer_born_1987)	playsFor	Czech_Republic_national_under-21_football_team
Spectrum_(arena)	isLocatedIn	United_States
Antoine_Walker	hasGender	male
Dai_Davies_(footballer_born_1948)	isAffiliatedTo	Everton_F.C.
Edward_Witten	hasWonPrize	Albert_Einstein_Medal
Benny_Hill	isCitizenOf	England
Konstantine_Darsania	playsFor	FC_Sioni_Bolnisi
J._B._M._Hertzog	hasGender	male
Communist_Party_of_Byelorussia	isLocatedIn	Byelorussian_Soviet_Socialist_Republic
Alfons_Groenendijk	isAffiliatedTo	AFC_Ajax
Thomas_Browne	graduatedFrom	University_of_Padua
Robert_Szczot	playsFor	Olimpia_Grudziądz
Billy_May	wroteMusicFor	The_Front_Page_(1974_film)
David_Arnold	wroteMusicFor	Tomorrow_Never_Dies
Dejan_Vasić	wasBornIn	Belgrade
Pablo_Castro	hasGender	male
George_Harkus	playsFor	Olympique_Lyonnais
David_Pisot	isAffiliatedTo	VfB_Stuttgart_II
Achille_Emaná	playsFor	Real_Betis
Haris_Skenderović	isAffiliatedTo	IK_Sirius
Edward_von_Kloberg_III	playsFor	Czech_Republic_national_under-17_football_team
Radstadt	isLocatedIn	Salzburg_(state)
Duanesburg,_New_York	isLocatedIn	United_States
Andriy_Misyaylo	hasGender	male
Srđan_Stanić_(footballer_born_1982)	isAffiliatedTo	FK_Borac_Čačak
Mercersburg,_Pennsylvania	isLocatedIn	Pennsylvania
Gmina_Górzno,_Kuyavian-Pomeranian_Voivodeship	isLocatedIn	Brodnica_County
Leonardo_Ponzio	isAffiliatedTo	C.A._Newell's_Old_Boys
Lawrie_Sanchez	isAffiliatedTo	Fulham_F.C.
Frances_Marion	wasBornIn	San_Francisco
Gerrie_Mühren	hasGender	male
Markus_Heppke	isAffiliatedTo	Rot-Weiss_Essen
Milovan_Sikimić	playsFor	Apollon_Limassol
Ivan_Śleszyński	isCitizenOf	Russia
Mohd_Azraai_Khor_Abdullah	hasGender	male
Tony_Kushner	hasGender	male
Mason_Trafford	playsFor	Ottawa_Fury_FC
Thomas_Pledl	isAffiliatedTo	Germany_national_football_team
Marcílio_Alves_da_Silva	playsFor	Hekmeh_BC
Santiago_Dellapè	playsFor	Benetton_Rugby_Treviso
County_Laois	isLocatedIn	Leinster
Jirès_Kembo_Ekoko	isAffiliatedTo	Al_Ain_FC
Kurtwood_Smith	graduatedFrom	San_Jose_State_University
Mario_Costas	playsFor	Club_Atlético_Alvarado
The_Cobbler_(1923_film)	isLocatedIn	United_States
José_Ricardo_Pérez	playsFor	Independiente_Santa_Fe
Minden,_Louisiana	isLocatedIn	Louisiana
Lee_J._Cobb	actedIn	The_Liberation_of_L.B._Jones
Ellsworth_Hoagland	edited	Spawn_of_the_North
Leandro_Torres	playsFor	Buriram_United_F.C.
Giovanni_Pasquale	isAffiliatedTo	Udinese_Calcio
German_Revolution_of_1918–19	happenedIn	Germany
Gerry_Ward_(footballer)	wasBornIn	London
Sattrupai_Sri-narong	playsFor	Insee_Police_United_F.C.
Călin_Moldovan	isAffiliatedTo	FC_Internațional_Curtea_de_Argeș
Cauê_Benicio	playsFor	Associação_Esportiva_Araçatuba
Ferhat_Bıkmaz	isAffiliatedTo	Akhisar_Belediyespor
César_Couceiro	isAffiliatedTo	Deportivo_Laferrere
Richard_J._Lipton	worksAt	Princeton_University
Atom_Egoyan	wasBornIn	Cairo
Azeglio_Vicini	hasGender	male
Öhringen	isLocatedIn	Stuttgart_(region)
Ricky_Diaco	playsFor	FC_Bulleen_Lions
Edward_Bernds	directed	Micro-Phonies
Harry_Baker_(footballer)	isAffiliatedTo	Leyton_Orient_F.C.
Morten_Berre	playsFor	Vålerenga_Fotball
Emiliano_Mondonico	isAffiliatedTo	Atalanta_B.C.
Aleksei_Solosin	playsFor	FC_Sibir_Novosibirsk
Gmina_Buk	isLocatedIn	Greater_Poland_Voivodeship
Lorgio_Álvarez	isAffiliatedTo	Bolivia_national_football_team
Mathew_Birley	playsFor	Bromsgrove_Rovers_F.C.
Richard_Murphy_(screenwriter)	wasBornIn	Boston
Tyler_Arnason	hasGender	male
Kevin_Smith	created	Jersey_Girl_(2004_film)
Tibor_Baranyai	playsFor	Soproni_VSE
Marco_Beltrami	wroteMusicFor	Live_Free_or_Die_Hard
Ross_Gardiner	isAffiliatedTo	Bentleigh_Greens_SC
Gerry_Mulligan	hasMusicalRole	wordnet_piano_103928116
Benny_Lennartsson	playsFor	Fulham_F.C.
Yann_M'Vila	isAffiliatedTo	Arsenal_F.C.
Amleto_Frignani	isAffiliatedTo	Carpi_FC_1909
Derek_Doyle	playsFor	Shelbourne_F.C.
Borys_Paton	hasWonPrize	Order_of_the_Red_Banner_of_Labour
Björn_Kluft	isAffiliatedTo	Bayer_04_Leverkusen
Dave_Martin_(footballer,_born_1985)	isAffiliatedTo	Notts_County_F.C.
Cherrie_Ying	actedIn	Fat_Choi_Spirit
Bruno_Mazzia	isAffiliatedTo	A.S.G._Nocerina
Terence_Tao	hasWonPrize	Alan_T._Waterman_Award
Reiner_Hollmann	isAffiliatedTo	Al_Shabab_Al_Arabi_Club
Municipality_of_Cerklje_na_Gorenjskem	isLocatedIn	Slovenia
Albano_Bizzarri	hasGender	male
Ján_Slovenčiak	isAffiliatedTo	FC_Senec
de/Richard_Mueller	isAffiliatedTo	Hamburg_Freezers
Ben_Crawley	playsFor	Richmond_Kickers
Rodrigo_Silva_dos_Santos	isAffiliatedTo	Fortaleza_Esporte_Clube
Gmina_Pawłowice	isLocatedIn	Silesian_Voivodeship
Carl_Friedrich_Gauss	worksAt	University_of_Göttingen
Sebastian_Przyrowski	isAffiliatedTo	Poland_national_football_team
René_Müller	playsFor	FC_St._Pauli
Gary_Setchell	isAffiliatedTo	King's_Lynn_F.C.
Maksim_Karpovich	isAffiliatedTo	FC_Slavia-Mozyr
Mikheil_Jishkariani	isAffiliatedTo	FC_Tskhumi_Sukhumi
Simon_King_(footballer)	hasGender	male
Järva_County	isLocatedIn	Paide
Leo_Lainer	isAffiliatedTo	SK_Rapid_Wien
Jim_Cummins_(ice_hockey)	isAffiliatedTo	New_York_Islanders
Shulamith_Firestone	diedIn	New_York_City
City_of_Wakefield	isLocatedIn	United_Kingdom
Timmy_Simons	playsFor	KFC_Diest
Brad_May	isAffiliatedTo	Anaheim_Ducks
Bo_Derek	created	Tommy_Boy_(film)
Koen_Stam	playsFor	S.B.V._Excelsior
Shane_Orio	isAffiliatedTo	Asociación_Deportiva_Ramonense
Abdul_Hamid_I	hasChild	Mahmud_II
Fallah_Johnson	isAffiliatedTo	Persita_Tangerang
Paul_Walker	actedIn	The_Lazarus_Project
Tyrone_Power	actedIn	Marie_Antoinette_(1938_film)
Chiara_Mastroianni	actedIn	A_Christmas_Tale
Sigurður_Grétarsson	playsFor	FC_08_Homburg
The_All-New_Super_Friends_Hour	isLocatedIn	United_States
Andrés_Iniesta	owns	Albacete_Balompié
Robbie_Savage_(footballer_born_1960)	playsFor	Knowsley_United_F.C.
Ruben_Schaken	playsFor	Netherlands_national_football_team
Cleavon_Frendo	playsFor	Lija_Athletic_F.C.
Jean-Paul_Sartre	influences	Arthur_Danto
Paul_Montel	wasBornIn	Nice
Edward_Everett_Horton	actedIn	Cold_Turkey_(film)
Chakri_(music_director)	created	Amma_Nanna_O_Tamila_Ammayi
Davy_Jordan	isAffiliatedTo	Hull_City_A.F.C.
Adam_Gontier	hasMusicalRole	wordnet_guitar_103467517
Carlo_Ponti	hasWonPrize	Nastro_d'Argento
Édison_Méndez	wasBornIn	Ibarra,_Ecuador
Patrick_Thoresen	isAffiliatedTo	HC_Lugano
Fernando_Chemin_Radaelli	isAffiliatedTo	União_Agrícola_Barbarense_Futebol_Clube
Maria_Amalia_of_Saxony	hasChild	Ferdinand_I_of_the_Two_Sicilies
Kyle_Bartley	hasGender	male
Erhan_Altın	isAffiliatedTo	Akçaabat_Sebatspor
A_Missed_Fortune	isLocatedIn	United_States
Stéphane_Grichting	isAffiliatedTo	A.J._Auxerre
Takuro_Nishimura	playsFor	Portland_Timbers_(2001–10)
Jonas_Strifler	isAffiliatedTo	Arminia_Bielefeld
Gianluca_Comotto	wasBornIn	Ivrea
Salman_Khan	wasBornIn	Indore
Mary_Steenburgen	actedIn	Back_to_the_Future_Part_III
John_Maxwell_(British_Army_officer)	hasWonPrize	Order_of_Osmanieh
Francesco_Parravicini	isAffiliatedTo	A.C.D._Treviso_2013
Steven_Millhauser	wasBornIn	New_York_City
Clive_Whitehead	isAffiliatedTo	Yeovil_Town_F.C.
